,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
418,Kisumu,Kidney beans,2016,36217,47.28103458,26156,46.46106813
419,Central,Kidney beans,2016,22915,45.34961336,26156,48.4240046
420,Nakuru,Kidney beans,2016,22915,44.93497124,26156,47.80136389
421,Nairobi,Kidney beans,2016,127273,44.36751704,26156,47.31098623
422,Nakuru,Kidney beans,2016,127273,41.60227033,26156,40.42716839
423,Kisumu,Kidney beans,2016,21809,44.7921064,26156,40.898423
424,Kisumu,Kidney beans,2016,21809,42.18667806,26156,44.12226723
425,Central,Kidney beans,2017,100000,43.50850561,26156,42.73357643
426,Eldoret,Kidney beans,2017,100000,45.95696539,26156,40.20388328
427,Central,Kidney beans,2017,43552,35.47153383,26156,40.13607173
428,Nakuru,Kidney beans,2017,43552,41.79590493,26156,49.75607785
429,Central,Kidney beans,2017,210314,43.79481255,26156,43.93224402
430,Central,Kidney beans,2017,210314,48.27311688,26156,44.04055886
431,Central,Kidney beans,2017,43559,39.78082213,26156,49.61514501
432,Central,Kidney beans,2017,43559,43.68493722,26156,40.39941626
433,Nakuru,Kidney beans,2017,39529,40.21760436,26156,40.1546
434,Eldoret,Kidney beans,2017,39529,35.4347949,26156,44.06757102
435,Nakuru,Kidney beans,2017,21589,46.06744344,26156,46.14731883
436,Eldoret,Kidney beans,2017,21589,40.96391853,26156,46.42017709
437,Central,Kidney beans,2017,122955,44.89945087,26156,42.96150158
438,Central,Kidney beans,2017,122955,47.1163263,26156,48.13355759
439,Central,Kidney beans,2017,23272,48.08258327,26156,44.29982099
440,Kisumu,Kidney beans,2017,23272,38.89011641,26156,44.08530559
441,Nakuru,Kidney beans,2020,100000,40.44662963,30195,41.27589067
442,Nairobi,Kidney beans,2020,100000,48.8217795,30195,49.08184524
443,Central,Kidney beans,2020,42371,41.67104849,30195,44.67292003
444,Central,Kidney beans,2020,42371,49.42205338,30195,46.55001415
445,Central,Kidney beans,2020,230166,40.70878489,30195,44.22336093
446,Eldoret,Kidney beans,2020,230166,39.41925519,30195,46.77775839
447,Central,Kidney beans,2020,42989,36.522037,30195,45.6374671
448,Central,Kidney beans,2020,42989,43.46383783,30195,40.20716241
449,Eldoret,Kidney beans,2020,35065,47.73897129,30195,41.77277819
450,Central,Kidney beans,2020,35065,39.24284556,30195,42.734953
451,Nakuru,Kidney beans,2020,20386,46.87113258,30195,45.10663268
452,Central,Kidney beans,2020,20386,45.35455961,30195,41.48692887
453,Kisumu,Kidney beans,2020,176667,38.04847719,30195,40.48200586
454,Nairobi,Kidney beans,2020,176667,47.96847506,30195,49.28474862
455,Nakuru,Kidney beans,2020,20237,39.98271574,30195,41.52268511
456,Nakuru,Kidney beans,2020,20237,43.62701068,30195,41.72885654
457,Central,Kidney beans,2021,100000,35.19407768,37842,44.05589427
458,Central,Kidney beans,2021,100000,49.41114147,37842,46.10006092
459,Nakuru,Kidney beans,2021,45223,44.19796231,37842,41.09196785
460,Nakuru,Kidney beans,2021,45223,48.80763104,37842,45.11604889
461,Nakuru,Kidney beans,2021,274272,42.91170851,37842,47.43602009
462,Eldoret,Kidney beans,2021,274272,41.10898552,37842,43.23043616
463,Central,Kidney beans,2021,50306,41.37464257,37842,42.72931618
464,Eldoret,Kidney beans,2021,50306,38.15003963,37842,47.17536994
465,Central,Kidney beans,2021,34588,39.14138782,37842,45.01717421
466,Central,Kidney beans,2021,34588,38.26134496,37842,42.78552372
467,Kisumu,Kidney beans,2021,20446,41.12093404,37842,49.91822378
468,Central,Kidney beans,2021,20446,48.76606134,37842,42.38178521
469,Nairobi,Kidney beans,2021,168000,40.37012963,37842,44.88879793
470,Nairobi,Kidney beans,2021,168000,43.58851949,37842,44.07676357
471,Central,Kidney beans,2021,21675,39.2819445,37842,43.36246175
472,Nakuru,Kidney beans,2021,21675,48.86396451,37842,46.45914417
473,Nakuru,Kidney beans,2022,100000,42.19718993,54595,49.72934792
474,Central,Kidney beans,2022,100000,41.69717064,54595,42.86390961
475,Eldoret,Kidney beans,2022,40397,40.69914027,54595,45.12105633
476,Central,Kidney beans,2022,40397,44.47109466,54595,41.6776823
477,Central,Kidney beans,2022,228877,44.9082887,54595,46.8928142
478,Nakuru,Kidney beans,2022,228877,46.07951303,54595,44.97228167
479,Nakuru,Kidney beans,2022,51031,45.47689818,54595,44.56609859
480,Central,Kidney beans,2022,51031,35.66404116,54595,47.62660416
481,Eldoret,Kidney beans,2022,38763,42.4892623,54595,42.96802078
482,Central,Kidney beans,2022,38763,35.57642505,54595,46.57247892
483,Central,Kidney beans,2022,21051,36.74607697,54595,47.57373777
484,Central,Kidney beans,2022,21051,39.14722427,54595,41.48407529
485,Eldoret,Kidney beans,2022,170000,38.37178316,54595,43.92574093
486,Central,Kidney beans,2022,170000,37.86881506,54595,49.47097243
487,Central,Kidney beans,2022,19344,40.80521556,54595,43.79902948
488,Central,Kidney beans,2022,19344,38.88227816,54595,49.43265615
489,Nakuru,Kidney beans,2019,100000,41.07054193,77691,43.4420885
490,Kisumu,Kidney beans,2019,100000,36.20042754,77691,49.10462823
491,Nakuru,Kidney beans,2019,45557,47.68925213,77691,48.63447551
492,Nakuru,Kidney beans,2019,45557,38.96962965,77691,44.38307214
493,Nakuru,Kidney beans,2019,268502,44.22162014,77691,40.92030901
494,Central,Kidney beans,2019,268502,39.09945134,77691,48.7952637
495,Nakuru,Kidney beans,2019,53703,40.1026225,77691,43.52038668
496,Central,Kidney beans,2019,53703,41.31443237,77691,47.03538939
497,Central,Kidney beans,2019,36845,38.5207736,77691,48.44654619
498,Central,Kidney beans,2019,36845,47.05551318,77691,46.50038918
499,Nakuru,Kidney beans,2019,17212,49.68143256,77691,46.51582225
500,Nairobi,sugarcane,2019,17212,87.75953857,77691,22.61359953
501,Eldoret,sugarcane,2019,145662,102.2662445,77691,26.10018422
502,Central,sugarcane,2019,145662,66.72021467,77691,23.55882094
503,Nakuru,sugarcane,2019,22426,60.65171481,77691,19.97215954
504,Nairobi,sugarcane,2019,22426,65.43835393,77691,18.47891261
505,Eldoret,sugarcane,2023,100000,102.0861694,62397,21.77689322
506,Central,sugarcane,2023,100000,105.4654703,62397,25.6217169
507,Nakuru,sugarcane,2023,60780,78.06639649,62397,25.19192419
508,Nairobi,sugarcane,2023,60780,65.27798457,62397,20.41683147
509,Eldoret,sugarcane,2023,293744,109.2162279,62397,24.92162194
510,Central,sugarcane,2023,293744,94.29712821,62397,23.31689124
511,Nakuru,sugarcane,2023,47762,74.05474936,62397,24.84016732
512,Nairobi,sugarcane,2023,47762,63.87020584,62397,22.27526694
513,Eldoret,sugarcane,2023,48105,94.76189431,62397,18.87751445
514,Central,sugarcane,2023,48105,72.12375573,62397,25.19008683
515,Nakuru,sugarcane,2023,26937,63.72358154,62397,18.25405352
516,Nairobi,sugarcane,2023,26937,104.1626147,62397,24.6129118
517,Eldoret,sugarcane,2023,175055,76.68456006,62397,25.1420613
518,Central,sugarcane,2023,175055,65.49730729,62397,23.09348056
519,Nakuru,sugarcane,2023,26088,84.23613484,62397,18.05033737
520,Nairobi,sugarcane,2023,26088,79.74078719,62397,24.9321581
521,Eldoret,sugarcane,2014,100000,88.07753741,62831.39,18.14710054
522,Central,sugarcane,2014,100000,80.97573281,62831.39,18.28362235
523,Nakuru,sugarcane,2014,53702,79.7532896,62831.39,18.83344471
524,Nairobi,sugarcane,2014,53702,74.51490791,62831.39,25.71895816
525,Eldoret,sugarcane,2014,238938,96.46380213,62831.39,25.33797709
526,Central,sugarcane,2014,238938,102.8301942,62831.39,23.89114571
527,Nakuru,sugarcane,2014,57337,102.4852929,62831.39,21.53574127
528,Nairobi,sugarcane,2014,57337,70.43473609,62831.39,23.08974909
529,Eldoret,sugarcane,2014,43845,108.8303762,62831.39,25.61707368
530,Central,sugarcane,2014,43845,65.88951188,62831.39,21.44526922
531,Nakuru,sugarcane,2014,24450,90.988051,62831.39,18.51816776
532,Nairobi,sugarcane,2014,24450,64.40866039,62831.39,22.53510514
533,Eldoret,sugarcane,2014,143991,63.03843397,62831.39,23.02038334
534,Central,sugarcane,2014,143991,87.9298085,62831.39,24.89364635
535,Nakuru,sugarcane,2014,23028,107.4931917,62831.39,25.77175115
536,Nairobi,sugarcane,2014,23028,60.95197486,62831.39,19.39851734
537,Eldoret,sugarcane,2000,100000,109.7515385,63265.78,21.54156232
538,Central,sugarcane,2000,100000,91.76337172,63265.78,23.79746068
539,Nakuru,sugarcane,2000,54329,94.26249353,63265.78,18.9802729
540,Nairobi,sugarcane,2000,54329,71.07562236,63265.78,24.10859207
541,Eldoret,sugarcane,2000,277566,76.72860067,63265.78,24.7947077
542,Central,sugarcane,2000,277566,69.21803098,63265.78,21.63162756
543,Nakuru,sugarcane,2000,47798,101.7004306,63265.78,25.37548751
544,Nairobi,sugarcane,2000,47798,106.6213157,63265.78,22.21738222
545,Eldoret,sugarcane,2000,46477,66.29390357,63265.78,20.58314011
546,Central,sugarcane,2000,46477,91.26056654,63265.78,24.87502824
547,Nakuru,sugarcane,2000,23312,109.024141,63265.78,20.03728219
548,Nairobi,sugarcane,2000,23312,99.57981207,63265.78,25.95263264
549,Eldoret,sugarcane,2000,151462,71.3195307,63265.78,19.28889933
550,Central,sugarcane,2000,151462,78.34604471,63265.78,20.57981887
551,Nakuru,sugarcane,2000,24873,88.45361858,63265.78,24.71417533
552,Nairobi,sugarcane,2000,24873,62.50351892,63265.78,20.27317074
553,Eldoret,sugarcane,2001,100000,76.41312437,63700.17,18.41932981
554,Central,sugarcane,2001,100000,107.3198135,63700.17,23.39128187
555,Nakuru,sugarcane,2001,54553,100.7689246,63700.17,19.84939404
556,Nairobi,sugarcane,2001,54553,107.2681929,63700.17,21.869274
557,Eldoret,sugarcane,2001,283768,101.5952794,63700.17,22.8056033
558,Central,sugarcane,2001,283768,80.72515943,63700.17,19.0781471
559,Nakuru,sugarcane,2001,57495,83.73280082,63700.17,22.02720976
560,Nairobi,sugarcane,2001,57495,89.9622014,63700.17,23.80546189
561,Eldoret,sugarcane,2001,47429,88.10234397,63700.17,18.52510753
562,Central,sugarcane,2001,47429,64.77791424,63700.17,23.50297882
563,Nakuru,sugarcane,2001,25846,73.33636055,63700.17,26.54986394
564,Nairobi,sugarcane,2001,25846,83.21030571,63700.17,19.29563411
565,Eldoret,sugarcane,2001,155212,103.651438,63700.17,20.68899915
566,Central,sugarcane,2001,155212,84.22969177,63700.17,19.32666088
567,Nakuru,sugarcane,2001,24934,96.59195302,63700.17,24.60532218
568,Nairobi,sugarcane,2001,24934,67.96704792,63700.17,22.27373646
569,Eldoret,sugarcane,2002,100000,83.20711308,64134.56,25.70196694
570,Central,sugarcane,2002,100000,87.85092352,64134.56,19.20129357
571,Nakuru,sugarcane,2002,60791,95.71388473,64134.56,21.70181447
572,Nairobi,sugarcane,2002,60791,67.61013737,64134.56,20.51716779
573,Eldoret,sugarcane,2002,251347,97.59081274,64134.56,23.30355338
574,Central,sugarcane,2002,251347,64.23845455,64134.56,24.2547451
575,Nakuru,sugarcane,2002,57197,75.82270467,64134.56,24.86374934
576,Nairobi,sugarcane,2002,57197,88.17251033,64134.56,22.6265115
577,Eldoret,sugarcane,2002,52691,104.2321615,64134.56,18.04185513
578,Central,sugarcane,2002,52691,67.10225139,64134.56,23.26237612
579,Nakuru,sugarcane,2002,26304,67.72777298,64134.56,22.88330922
580,Nairobi,sugarcane,2002,26304,103.2234212,64134.56,25.97482359
581,Eldoret,sugarcane,2002,155890,107.2361366,64134.56,26.14384005
582,Central,sugarcane,2002,155890,75.03247667,64134.56,18.66116213
583,Nakuru,sugarcane,2002,22398,78.16077693,64134.56,25.10787449
584,Nairobi,sugarcane,2002,22398,105.0083144,64134.56,23.33844615
585,Eldoret,sugarcane,2004,100000,62.49190812,65003.34,25.08239719
586,Central,sugarcane,2004,100000,107.9124111,65003.34,25.36768364
587,Nakuru,sugarcane,2004,63931,74.52082026,65003.34,25.34217103
588,Nairobi,sugarcane,2004,63931,62.91359494,65003.34,25.00933355
589,Eldoret,sugarcane,2004,288717,69.93293255,65003.34,18.66746724
590,Central,sugarcane,2004,288717,108.5054416,65003.34,20.37999665
591,Nakuru,sugarcane,2004,62661,78.96159541,65003.34,18.09300227
592,Nairobi,sugarcane,2004,62661,79.84925393,65003.34,26.16985907
593,Eldoret,sugarcane,2004,45531,93.62039175,65003.34,18.65396672
594,Central,sugarcane,2004,45531,85.75692395,65003.34,26.07470121
595,Nakuru,sugarcane,2004,22075,82.34162918,65003.34,18.92851916
596,Nairobi,sugarcane,2004,22075,108.7603001,65003.34,23.30546753
597,Eldoret,sugarcane,2004,154867,70.23401597,65003.34,18.74826712
598,Central,sugarcane,2004,154867,65.50861389,65003.34,19.74213321
599,Nakuru,sugarcane,2004,25441,98.73771338,65003.34,25.73044432
600,Nairobi,Lentil,2004,25441,43.35795377,65003.34,28.05153602
601,Eldoret,Lentil,2005,100000,46.83130119,65437.73,19.44084326
602,Central,Lentil,2005,100000,46.80452595,65437.73,29.84823072
603,Nakuru,Lentil,2005,73587,46.6352865,65437.73,21.36383757
604,Nairobi,Lentil,2005,73587,46.13833007,65437.73,26.28663931
605,Eldoret,Lentil,2005,283917,53.46622584,65437.73,22.17499963
606,Central,Lentil,2005,283917,50.89110726,65437.73,26.57597546
607,Nakuru,Lentil,2005,60165,50.90994463,65437.73,26.58972517
608,Nairobi,Lentil,2005,60165,36.46946971,65437.73,19.1345771
609,Eldoret,Lentil,2005,51872,35.15426171,65437.73,28.75273118
610,Central,Lentil,2005,51872,49.14337177,65437.73,25.78746268
611,Nakuru,Lentil,2005,27287,52.55730112,65437.73,23.89271875
612,Nairobi,Lentil,2005,27287,42.96018627,65437.73,28.67408774
613,Eldoret,Lentil,2005,154472,49.02366803,65437.73,28.42062847
614,Central,Lentil,2005,154472,41.78219834,65437.73,21.35499456
615,Nakuru,Lentil,2005,26356,38.71834464,65437.73,21.12695586
616,Nairobi,Lentil,2005,26356,49.78102578,65437.73,24.02037872
617,Eldoret,Lentil,2006,100000,51.92057267,65872.12,25.40474421
618,Central,Lentil,2006,100000,54.9393771,65872.12,29.03017561
619,Nakuru,Lentil,2006,59030,50.89732989,65872.12,20.21368219
620,Nairobi,Lentil,2006,59030,44.93261911,65872.12,29.19585548
621,Eldoret,Lentil,2006,285828,49.39111479,65872.12,18.29783597
622,Central,Lentil,2006,285828,44.43177543,65872.12,27.41434987
623,Nakuru,Lentil,2006,70610,48.77790371,65872.12,24.84063998
624,Nairobi,Lentil,2006,70610,40.37113729,65872.12,29.94413861
625,Eldoret,Lentil,2006,46778,47.89645224,65872.12,25.87990287
626,Central,Lentil,2006,46778,46.05333124,65872.12,20.0467711
627,Nakuru,Lentil,2006,26793,54.49044154,65872.12,22.99452014
628,Nairobi,Lentil,2006,26793,49.04015558,65872.12,25.13163619
629,Eldoret,Lentil,2006,143478,53.14531023,65872.12,28.49584395
630,Central,Lentil,2006,143478,48.60449438,65872.12,18.28766124
631,Nakuru,Lentil,2006,25302,53.13946695,65872.12,24.38041875
632,Nairobi,Lentil,2006,25302,45.42616802,65872.12,21.31852148
633,Eldoret,Lentil,2007,100000,44.07819743,81582.64,18.54141834
634,Central,Lentil,2007,100000,49.37369982,81582.64,25.28710601
635,Nakuru,Lentil,2007,76655,41.02682925,81582.64,25.43459777
636,Nairobi,Lentil,2007,76655,44.08562546,81582.64,28.83600962
637,Eldoret,Lentil,2007,286765,49.47371773,81582.64,27.37659643
638,Central,Lentil,2007,286765,45.36521251,81582.64,28.31886863
639,Nakuru,Lentil,2007,65604,37.81123974,81582.64,27.4818649
640,Nairobi,Lentil,2007,65604,48.80253285,81582.64,18.28072173
641,Eldoret,Lentil,2007,47021,42.72374404,81582.64,27.61204997
642,Central,Lentil,2007,47021,45.40277297,81582.64,23.43974653
643,Nakuru,Lentil,2007,29712,52.39881209,81582.64,20.95628486
644,Nairobi,Lentil,2007,29712,49.73922097,81582.64,23.7937153
645,Eldoret,Lentil,2007,141667,38.30411077,81582.64,22.6371424
646,Central,Lentil,2007,141667,35.75107592,81582.64,21.53577883
647,Nakuru,Lentil,2007,26234,44.95654782,81582.64,29.87854588
648,Nairobi,Lentil,2007,26234,48.33941188,81582.64,25.2653291
649,Eldoret,Lentil,2008,100000,35.03484812,87149.01,25.17885316
650,Central,Lentil,2008,100000,44.23629285,87149.01,24.12192608
651,Nakuru,Lentil,2008,64525,36.18678721,87149.01,23.33565221
652,Nairobi,Lentil,2008,64525,50.43306085,87149.01,21.74600081
653,Eldoret,Lentil,2008,279412,54.37814199,87149.01,27.60195453
654,Central,Lentil,2008,279412,47.26052494,87149.01,24.388717
655,Nakuru,Lentil,2008,68278,38.21370568,87149.01,24.98287462
656,Nairobi,Lentil,2008,68278,35.36831423,87149.01,28.234829
657,Eldoret,Lentil,2008,47474,37.11395801,87149.01,26.03026959
658,Central,Lentil,2008,47474,37.15824966,87149.01,28.04849594
659,Nakuru,Lentil,2008,28216,48.28137482,87149.01,24.87425505
660,Nairobi,Lentil,2008,28216,53.40906048,87149.01,23.97081395
661,Eldoret,Lentil,2008,145105,42.89509057,87149.01,20.06003985
662,Central,Lentil,2008,145105,41.7704893,87149.01,19.59221047
663,Nakuru,Lentil,2008,28271,35.69674138,87149.01,29.77013109
664,Nairobi,Lentil,2008,28271,48.06491307,87149.01,27.52135365
665,Eldoret,Lentil,2009,101695,45.49683991,61586.56,25.62896213
666,Central,Lentil,2009,101695,53.31508572,61586.56,20.39078312
667,Nakuru,Lentil,2009,55760,39.18374505,61586.56,25.39038396
668,Nairobi,Lentil,2009,55760,42.19740397,61586.56,24.91079638
669,Eldoret,Lentil,2009,284439,37.46160727,61586.56,27.70496805
670,Central,Lentil,2009,284439,51.54922825,61586.56,18.06486101
671,Nakuru,Lentil,2009,68842,50.6128521,61586.56,18.13027797
672,Nairobi,Lentil,2009,68842,46.90725077,61586.56,23.82723528
673,Eldoret,Lentil,2009,38752,49.55213308,61586.56,23.19305333
674,Central,Lentil,2009,38752,41.45486619,61586.56,25.08966129
675,Nakuru,Lentil,2009,18480,36.68284038,61586.56,25.86928193
676,Nairobi,Lentil,2009,18480,39.00992137,61586.56,18.43966037
677,Eldoret,Lentil,2009,151208,52.50812701,61586.56,27.14911056
678,Central,Lentil,2009,151208,47.01510708,61586.56,23.33375853
679,Nakuru,Lentil,2009,19628,42.87274897,61586.56,26.7230014
680,Nairobi,Lentil,2009,19628,53.04669416,61586.56,19.55750776
681,Eldoret,Lentil,2010,101000,46.48280681,105915.04,26.13708256
682,Central,Lentil,2010,101000,49.94043064,105915.04,27.99990346
683,Nakuru,Lentil,2010,78040,36.5011366,105915.04,29.05941162
684,Nairobi,Lentil,2010,78040,50.17067771,105915.04,25.71269843
685,Eldoret,Lentil,2010,289849,46.62370222,105915.04,21.79792649
686,Central,Lentil,2010,289849,53.12442925,105915.04,24.70626432
687,Nakuru,Lentil,2010,57646,44.23913012,105915.04,20.94981756
688,Nairobi,Lentil,2010,57646,41.61080544,105915.04,24.84918386
689,Eldoret,Lentil,2010,48163,36.10211371,105915.04,21.91041045
690,Central,Lentil,2010,48163,51.02372773,105915.04,25.93381964
691,Nakuru,Lentil,2010,29053,51.56461082,105915.04,29.82112112
692,Nairobi,Lentil,2010,29053,45.20841071,105915.04,27.52185591
693,Eldoret,Lentil,2010,149382,46.10585191,105915.04,27.99627907
694,Central,Lentil,2010,149382,47.9271552,105915.04,20.76774783
695,Nakuru,Lentil,2010,27113,52.60285259,105915.04,23.05276444
696,Nairobi,Lentil,2010,27113,38.07659414,105915.04,21.65845777
697,Eldoret,Lentil,2011,100000,40.8106299,100424.62,26.25070298
698,Central,Lentil,2011,100000,53.10207889,100424.62,20.97195263
699,Nakuru,Lentil,2011,63503,40.74536757,100424.62,23.89736406
700,Nairobi,Jute,2011,63503,151.8869972,100424.62,25.52468965
701,Eldoret,Jute,2011,286657,161.2469997,100424.62,26.59104992
702,Central,Jute,2011,286657,196.6249511,100424.62,25.29781791
703,Nakuru,Jute,2011,67901,175.6086697,100424.62,25.72100868
704,Nairobi,Jute,2011,67901,190.4242157,100424.62,23.58419277
705,Eldoret,Jute,2011,44029,190.5577618,100424.62,25.31042337
706,Central,Jute,2011,44029,185.7446728,100424.62,23.41798979
707,Nakuru,Jute,2011,26053,169.1168028,100424.62,24.35564134
708,Nairobi,Jute,2011,26053,182.2685447,100424.62,26.284017
709,Eldoret,Jute,2011,148754,169.3388465,100424.62,25.13842773
710,Central,Jute,2011,148754,150.2498675,100424.62,24.88692811
711,Nakuru,Jute,2011,35063,189.4263485,100424.62,25.75734909
712,Nairobi,Jute,2011,35063,199.8362913,100424.62,23.12844351
713,Eldoret,Jute,2012,100000,151.4935635,136185.08,24.9949957
714,Central,Jute,2012,100000,195.8645552,136185.08,25.21622704
715,Nakuru,Jute,2012,57346,164.2697011,136185.08,24.39736241
716,Nairobi,Jute,2012,57346,164.4970373,136185.08,23.31410442
717,Eldoret,Jute,2012,287821,191.9649389,136185.08,25.72668885
718,Central,Jute,2012,287821,169.8391177,136185.08,26.96656378
719,Nakuru,Jute,2012,66617,181.2783964,136185.08,23.70467146
720,Nairobi,Jute,2012,66617,153.8990984,136185.08,24.90075709
721,Eldoret,Jute,2012,46534,174.7876411,136185.08,23.39605743
722,Central,Jute,2012,46534,173.1017097,136185.08,26.8748389
723,Nakuru,Jute,2012,22814,151.9035477,136185.08,23.1426498
724,Nairobi,Jute,2012,22814,184.9800516,136185.08,24.29496635
725,Eldoret,Jute,2012,148126,197.1220049,136185.08,24.39459498
726,Central,Jute,2012,148126,174.5071843,136185.08,25.7629429
727,Nakuru,Jute,2012,32199,168.7848886,136185.08,25.4879684
